business_id,date,description,score,postal_code
3443,2016-07-26,Inadequate warewashing facilities or equipment,90,94133
3443,2016-07-26,Moderate risk food holding temperature,90,94133
3443,2014-06-10,Inadequate warewashing facilities or equipment,87,94133
3443,2015-09-08,Moderate risk vermin infestation,90,94133
3443,2015-09-08,Inadequate and inaccessible handwashing facilities,90,94133
3443,2013-10-15,Moderate risk vermin infestation,88,94133
3444,2015-09-08,Inadequate and inaccessible handwashing facilities,92,94133
3444,2014-05-16,Unapproved or unmaintained equipment or utensils,90,94133
3444,2014-05-16,Inadequate and inaccessible handwashing facilities,90,94133
3444,2016-05-04,Moderate risk food holding temperature,92,94133
3444,2016-05-04,Unapproved or unmaintained equipment or utensils,92,94133
3445,2014-06-11,Inadequate and inaccessible handwashing facilities,83,94133
3445,2013-10-16,Inadequate and inaccessible handwashing facilities,90,94133
3446,2013-11-12,Moderate risk food holding temperature,90,94133
3449,2015-02-23,Moderate risk food holding temperature,88,94133
3449,2015-02-23,Unapproved or unmaintained equipment or utensils,88,94133
3449,2013-12-16,Inadequate and inaccessible handwashing facilities,90,94133
3449,2016-05-23,Moderate risk food holding temperature,94,94133
3457,2013-10-16,Inadequate warewashing facilities or equipment,88,94107
3457,2014-04-09,Unapproved or unmaintained equipment or utensils,87,94107
3457,2014-04-09,Unclean or unsanitary food contact surfaces,87,94107
3459,2014-05-28,Unapproved or unmaintained equipment or utensils,85,94103
3476,2016-06-21,Unclean or unsanitary food contact surfaces,87,94112
3477,2015-10-22,Moderate risk food holding temperature,94,94114
3477,2014-01-21,Moderate risk food holding temperature,90,94114
3478,2014-10-02,Inadequate and inaccessible handwashing facilities,94,94134
3478,2014-01-28,Unapproved or unmaintained equipment or utensils,90,94134
3480,2014-06-17,Other moderate risk violation,90,94133
3480,2014-06-17,Moderate risk vermin infestation,90,94133
3480,2015-05-13,Inadequate and inaccessible handwashing facilities,84,94133
3480,2015-05-13,Unapproved or unmaintained equipment or utensils,84,94133
3481,2016-01-05,Inadequate and inaccessible handwashing facilities,83,94133
3482,2015-04-10,Moderate risk food holding temperature,100,94102
3482,2015-04-10,Inadequate and inaccessible handwashing facilities,100,94102
3482,2015-04-10,Unclean or unsanitary food contact surfaces,100,94102
3482,2016-04-25,Moderate risk food holding temperature,81,94102
3482,2016-04-25,Unclean or unsanitary food contact surfaces,81,94102
3485,2014-06-17,Unapproved or unmaintained equipment or utensils,90,94121
3485,2015-08-03,Moderate risk food holding temperature,83,94121
3485,2014-02-06,Moderate risk food holding temperature,94,94121
3485,2014-02-06,Unapproved or unmaintained equipment or utensils,94,94121
3488,2014-06-10,Moderate risk vermin infestation,90,94109
3491,2014-05-29,Inadequate and inaccessible handwashing facilities,90,94109
3492,2015-06-09,Moderate risk food holding temperature,96,94108
3492,2014-05-12,Inadequate and inaccessible handwashing facilities,94,94108
3495,2014-09-09,Inadequate and inaccessible handwashing facilities,86,94102
3495,2014-09-09,Unapproved or unmaintained equipment or utensils,86,94102
3497,2013-12-10,Moderate risk vermin infestation,90,94108
3497,2013-12-10,Inadequate and inaccessible handwashing facilities,90,94108
3497,2016-05-25,Moderate risk vermin infestation,92,94108
3497,2016-05-25,Unapproved or unmaintained equipment or utensils,92,94108
3498,2015-03-02,Inadequate warewashing facilities or equipment,91,94108
3504,2015-12-10,No hot water or running water,87,94108
3504,2013-12-27,Other moderate risk violation,90,94108
3504,2013-12-27,Inadequate sewage or wastewater disposal,90,94108
3510,2015-05-27,Inadequate and inaccessible handwashing facilities,84,94111
3510,2015-05-27,Moderate risk vermin infestation,84,94111
3520,2014-04-21,Inadequate warewashing facilities or equipment,96,94111
3522,2015-01-21,Inadequate sewage or wastewater disposal,85,94108
3522,2016-04-12,Moderate risk food holding temperature,92,94108
3522,2016-04-12,Moderate risk vermin infestation,92,94108
3522,2014-04-17,Insufficient hot water or running water,94,94108
3522,2014-04-17,Unclean unmaintained or improperly constructed toilet facilities,94,94108
3524,2016-07-29,Other moderate risk violation,94,94133
3524,2014-08-22,Unapproved or unmaintained equipment or utensils,80,94133
3524,2014-08-22,Inadequate and inaccessible handwashing facilities,80,94133
3536,2015-05-19,Moderate risk food holding temperature,92,94133
3538,2015-01-07,Moderate risk food holding temperature,96,94111
3541,2015-02-18,Inadequate warewashing facilities or equipment,94,94111
3541,2013-12-17,Inadequate and inaccessible handwashing facilities,81,94111
3541,2013-12-17,Inadequate warewashing facilities or equipment,81,94111
3547,2014-06-09,Unclean unmaintained or improperly constructed toilet facilities,96,94108
3547,2016-05-17,Moderate risk food holding temperature,90,94108
3550,2014-06-03,Unapproved or unmaintained equipment or utensils,88,94104
3550,2014-06-03,Moderate risk food holding temperature,88,94104
3550,2015-08-13,Moderate risk food holding temperature,90,94104
3550,2016-04-05,Unapproved or unmaintained equipment or utensils,81,94104
3550,2016-04-05,Insufficient hot water or running water,81,94104
3561,2014-02-28,Moderate risk food holding temperature,85,94104
3562,2014-10-06,Unapproved or unmaintained equipment or utensils,88,94102
3562,2014-10-06,Moderate risk vermin infestation,88,94102
3562,2015-10-22,Unapproved or unmaintained equipment or utensils,87,94102
3571,2014-06-03,Moderate risk food holding temperature,81,94104
3586,2014-08-06,Unapproved or unmaintained equipment or utensils,94,94118
3586,2014-08-06,Moderate risk food holding temperature,94,94118
3586,2014-02-10,Unapproved or unmaintained equipment or utensils,94,94118
3591,2016-09-16,Inadequate and inaccessible handwashing facilities,90,94121
3591,2016-09-16,Unapproved or unmaintained equipment or utensils,90,94121
3591,2014-10-27,Unclean or unsanitary food contact surfaces,85,94121
3591,2015-03-05,Unapproved or unmaintained equipment or utensils,90,94121
3591,2015-09-14,Unapproved or unmaintained equipment or utensils,92,94121
3595,2015-11-12,Unapproved or unmaintained equipment or utensils,92,94121
3595,2015-11-12,Moderate risk food holding temperature,92,94121
3595,2014-04-02,Unapproved or unmaintained equipment or utensils,96,94121
3607,2014-07-02,Unapproved or unmaintained equipment or utensils,96,94132
3611,2014-08-13,Unapproved or unmaintained equipment or utensils,92,94102
3611,2014-08-13,Inadequate and inaccessible handwashing facilities,92,94102
3611,2016-06-28,Moderate risk vermin infestation,90,94102
3613,2013-12-16,Unapproved or unmaintained equipment or utensils,80,94103
3614,2013-11-05,Moderate risk food holding temperature,83,94103
3614,2014-04-24,Moderate risk food holding temperature,94,94103
3614,2016-05-09,Moderate risk food holding temperature,84,94103
3615,2015-01-13,Moderate risk food holding temperature,94,94110
3616,2014-12-17,Inadequate and inaccessible handwashing facilities,94,94110
3616,2014-03-19,Moderate risk food holding temperature,92,94110
3623,2016-08-19,Unapproved or unmaintained equipment or utensils,88,94110
3623,2014-08-11,Moderate risk food holding temperature,90,94110
3623,2015-11-17,Moderate risk vermin infestation,86,94110
3623,2015-11-17,Moderate risk food holding temperature,86,94110
3623,2014-01-28,Moderate risk vermin infestation,90,94110
3633,2015-04-02,Moderate risk vermin infestation,90,94117
3633,2015-04-02,Moderate risk food holding temperature,90,94117
3633,2015-12-16,Moderate risk food holding temperature,88,94117
3633,2015-12-16,Moderate risk vermin infestation,88,94117
3639,2014-01-22,Unclean or unsanitary food contact surfaces,85,94117
3639,2014-01-22,Inadequate and inaccessible handwashing facilities,85,94117
3640,2014-11-20,Unclean or unsanitary food contact surfaces,81,94102
3640,2014-11-20,Inadequate and inaccessible handwashing facilities,81,94102
3640,2014-11-20,Unapproved or unmaintained equipment or utensils,81,94102
3640,2014-11-20,Moderate risk food holding temperature,81,94102
3642,2015-10-29,Moderate risk vermin infestation,94,94102
3643,2014-06-17,Moderate risk food holding temperature,94,94102
3643,2013-12-13,Moderate risk food holding temperature,94,94102
3643,2016-06-22,Moderate risk vermin infestation,87,94102
3649,2016-09-30,Moderate risk food holding temperature,86,94103
3649,2016-09-30,Unapproved or unmaintained equipment or utensils,86,94103
3649,2016-09-30,Inadequate and inaccessible handwashing facilities,86,94103
3649,2014-10-03,Unapproved or unmaintained equipment or utensils,94,94103
3655,2015-01-26,Moderate risk vermin infestation,96,94110
3655,2013-11-12,Moderate risk vermin infestation,96,94110
3674,2015-02-12,Inadequate and inaccessible handwashing facilities,96,94109
3676,2015-06-19,Inadequate and inaccessible handwashing facilities,85,94108
3676,2014-02-11,Moderate risk food holding temperature,81,94108
3677,2014-06-06,Moderate risk food holding temperature,92,94127
3678,2015-01-21,Moderate risk food holding temperature,86,94127
3678,2015-01-21,Inadequate and inaccessible handwashing facilities,86,94127
3678,2014-05-07,Moderate risk vermin infestation,86,94127
3678,2014-05-07,Insufficient hot water or running water,86,94127
3678,2014-05-07,Inadequate and inaccessible handwashing facilities,86,94127
3690,2014-08-06,Unapproved or unmaintained equipment or utensils,94,94115
3699,2015-03-26,Unsanitary employee garments hair or nails,94,94109
3711,2015-05-22,Moderate risk vermin infestation,90,94111
3727,2014-01-17,Unapproved or unmaintained equipment or utensils,86,94123
3727,2016-07-13,Unapproved or unmaintained equipment or utensils,84,94123
3727,2016-07-13,Moderate risk vermin infestation,84,94123
3729,2013-10-31,Unapproved or unmaintained equipment or utensils,82,94102
3731,2014-08-20,Moderate risk food holding temperature,90,94102
3731,2014-08-20,Inadequate and inaccessible handwashing facilities,90,94102
3731,2015-04-02,Inadequate and inaccessible handwashing facilities,80,94102
3736,2014-09-15,Inadequate and inaccessible handwashing facilities,94,94118
3736,2015-10-19,Unapproved or unmaintained equipment or utensils,89,94118
3738,2016-08-29,Moderate risk food holding temperature,92,94118
3738,2015-09-08,Unapproved or unmaintained equipment or utensils,91,94118
3741,2015-05-11,Unapproved or unmaintained equipment or utensils,88,94118
3741,2015-05-11,Moderate risk food holding temperature,88,94118
3741,2014-04-11,Inadequate warewashing facilities or equipment,96,94118
3743,2014-07-22,Moderate risk food holding temperature,87,94118
3757,2015-04-22,Inadequate warewashing facilities or equipment,96,94110
3757,2016-06-22,Unapproved or unmaintained equipment or utensils,88,94110
3757,2016-06-22,Inadequate and inaccessible handwashing facilities,88,94110
3776,2015-04-17,Moderate risk food holding temperature,83,94102
3776,2015-04-17,Unclean or unsanitary food contact surfaces,83,94102
3776,2015-12-23,Moderate risk food holding temperature,86,94102
3776,2015-12-23,Moderate risk vermin infestation,86,94102
3784,2014-06-09,Moderate risk food holding temperature,92,94110
3790,2013-11-19,Moderate risk food holding temperature,96,94102
3791,2016-02-16,Unapproved or unmaintained equipment or utensils,92,94102
3794,2015-06-25,Moderate risk vermin infestation,90,94102
3795,2014-11-24,Moderate risk food holding temperature,84,94102
3795,2014-11-24,Moderate risk vermin infestation,84,94102
3802,2014-07-08,Unapproved or unmaintained equipment or utensils,92,94109
3802,2014-07-08,Moderate risk vermin infestation,92,94109
3816,2013-11-14,Moderate risk vermin infestation,83,94108
3817,2015-05-13,Moderate risk vermin infestation,83,94133
3817,2014-04-02,Inadequate and inaccessible handwashing facilities,88,94133
3819,2015-06-10,Moderate risk food holding temperature,85,94131
3825,2015-10-07,No hot water or running water,80,94114
3834,2015-04-20,Moderate risk vermin infestation,85,94114
3834,2016-03-28,Inadequate and inaccessible handwashing facilities,100,94114
3855,2014-09-17,Inadequate and inaccessible handwashing facilities,86,94103
3855,2014-09-17,Unapproved or unmaintained equipment or utensils,86,94103
3855,2015-12-29,Inadequate and inaccessible handwashing facilities,94,94103
3855,2013-11-22,Unapproved or unmaintained equipment or utensils,92,94103
3858,2015-05-20,Moderate risk vermin infestation,83,94105
3859,2014-05-22,Moderate risk food holding temperature,96,94105
3861,2014-09-26,Moderate risk vermin infestation,90,94134
3864,2015-03-11,Moderate risk food holding temperature,87,94107
3864,2014-06-02,Unclean or unsanitary food contact surfaces,80,94107
3868,2016-03-08,Moderate risk food holding temperature,96,94114
3868,2014-04-29,Moderate risk food holding temperature,94,94114
3869,2016-01-27,Unapproved or unmaintained equipment or utensils,94,94110
3869,2014-04-14,Unapproved or unmaintained equipment or utensils,96,94110
3869,2016-07-11,Moderate risk food holding temperature,90,94110
3870,2015-11-19,Moderate risk food holding temperature,81,94110
3870,2014-03-27,Unapproved or unmaintained equipment or utensils,91,94110
3871,2016-08-23,Moderate risk vermin infestation,90,94110
3871,2014-02-26,No hot water or running water,91,94110
3875,2015-05-14,Moderate risk food holding temperature,88,94123
3875,2014-04-29,Moderate risk food holding temperature,83,94123
3881,2014-12-23,Moderate risk food holding temperature,86,94123
3881,2014-03-26,Unapproved or unmaintained equipment or utensils,85,94123
3885,2014-01-14,Inadequate and inaccessible handwashing facilities,90,94123
3885,2016-06-16,Inadequate sewage or wastewater disposal,83,94123
3888,2014-05-12,Unclean unmaintained or improperly constructed toilet facilities,92,94121
3892,2015-02-03,Unclean unmaintained or improperly constructed toilet facilities,90,94103
3892,2015-02-03,Unapproved or unmaintained equipment or utensils,90,94103
3892,2014-03-05,Moderate risk food holding temperature,92,94103
3898,2015-10-02,Unapproved or unmaintained equipment or utensils,85,94105
3899,2015-01-20,Moderate risk vermin infestation,88,94110
3899,2015-01-20,Unapproved or unmaintained equipment or utensils,88,94110
3899,2015-08-31,Moderate risk vermin infestation,96,94110
3902,2014-01-23,Moderate risk food holding temperature,89,94109
3902,2014-01-23,Unclean or unsanitary food contact surfaces,89,94109
3910,2014-03-18,Unapproved or unmaintained equipment or utensils,92,94115
3910,2016-06-21,Inadequate and inaccessible handwashing facilities,81,94115
3910,2016-06-21,Unclean or unsanitary food contact surfaces,81,94115
3910,2016-06-21,Moderate risk vermin infestation,81,94115
3910,2016-06-21,Moderate risk food holding temperature,81,94115
3911,2015-03-03,Unapproved or unmaintained equipment or utensils,96,94110
3911,2015-03-03,Inadequate or unsanitary refuse containers or area or no garbage service,96,94110
3911,2016-01-04,Unapproved or unmaintained equipment or utensils,94,94110
3911,2016-06-09,Unapproved or unmaintained equipment or utensils,90,94110
3920,2013-10-15,Inadequate and inaccessible handwashing facilities,92,94103
3920,2016-05-16,Moderate risk vermin infestation,88,94103
3920,2016-05-16,Inadequate and inaccessible handwashing facilities,88,94103
3926,2016-03-04,Unapproved or unmaintained equipment or utensils,92,94102
3929,2014-09-03,Moderate risk vermin infestation,89,94102
3936,2014-10-17,Moderate risk vermin infestation,94,94102
3936,2016-04-05,Moderate risk food holding temperature,94,94102
3936,2013-12-06,Inadequate and inaccessible handwashing facilities,88,94102
3936,2014-04-29,Moderate risk food holding temperature,88,94102
3942,2014-09-23,Moderate risk food holding temperature,92,94123
3942,2015-10-26,Inadequate sewage or wastewater disposal,88,94123
3942,2015-10-26,Insufficient hot water or running water,88,94123
3942,2015-10-26,Moderate risk food holding temperature,88,94123
3948,2014-01-27,Moderate risk food holding temperature,81,94103
3951,2014-06-23,Moderate risk food holding temperature,81,94121
3951,2014-06-23,Unapproved or unmaintained equipment or utensils,81,94121
3951,2015-01-08,Unapproved or unmaintained equipment or utensils,86,94121
3951,2015-01-08,Moderate risk food holding temperature,86,94121
3951,2016-01-20,Unapproved or unmaintained equipment or utensils,84,94121
3951,2014-02-13,Unapproved or unmaintained equipment or utensils,88,94121
3953,2014-07-08,Inadequate and inaccessible handwashing facilities,83,94133
3955,2016-09-16,Inadequate and inaccessible handwashing facilities,86,94107
3955,2014-04-07,Inadequate and inaccessible handwashing facilities,90,94107
3962,2014-04-29,Moderate risk food holding temperature,94,94107
3972,2014-11-14,Inadequate warewashing facilities or equipment,98,94103
3982,2014-03-18,Unapproved or unmaintained equipment or utensils,90,94103
4025,2015-11-03,Unapproved or unmaintained equipment or utensils,81,94109
4025,2015-11-03,Inadequate warewashing facilities or equipment,81,94109
4025,2015-11-03,Inadequate and inaccessible handwashing facilities,81,94109
4025,2015-11-03,Moderate risk vermin infestation,81,94109
4025,2015-11-03,Unapproved food source,81,94109
4037,2015-07-07,Unapproved or unmaintained equipment or utensils,86,94109
4037,2015-07-07,Inadequate and inaccessible handwashing facilities,86,94109
4037,2014-04-10,Unclean or unsanitary food contact surfaces,91,94109
4057,2016-07-29,Unapproved or unmaintained equipment or utensils,91,94103
4057,2014-06-30,Other moderate risk violation,89,94103
4057,2014-06-30,Unclean or unsanitary food contact surfaces,89,94103
4068,2014-09-15,Inadequate and inaccessible handwashing facilities,96,94133
4068,2016-05-20,Insufficient hot water or running water,96,94133
4071,2016-04-28,Unclean or unsanitary food contact surfaces,83,94133
4071,2016-04-28,Moderate risk vermin infestation,83,94133
4072,2014-09-15,Unapproved or unmaintained equipment or utensils,98,94133
4072,2016-05-20,Moderate risk food holding temperature,88,94133
4085,2015-01-07,Inadequate and inaccessible handwashing facilities,96,94121
4085,2014-02-05,Inadequate and inaccessible handwashing facilities,96,94121
4127,2016-05-14,Inadequate and inaccessible handwashing facilities,92,94109
4140,2016-09-08,Inadequate warewashing facilities or equipment,94,94109
4140,2015-04-08,Inadequate and inaccessible handwashing facilities,88,94109
4145,2015-01-16,Unapproved or unmaintained equipment or utensils,90,94123
4145,2014-01-29,Moderate risk food holding temperature,90,94123
4158,2014-03-26,Inadequate and inaccessible handwashing facilities,81,94133
4158,2016-04-18,Moderate risk food holding temperature,94,94133
4171,2014-03-12,Insufficient hot water or running water,96,94107
4184,2014-06-05,Unapproved or unmaintained equipment or utensils,94,94134
4209,2015-02-09,Unapproved or unmaintained equipment or utensils,98,94108
4209,2016-03-30,Unapproved or unmaintained equipment or utensils,98,94108
4249,2014-06-03,Moderate risk food holding temperature,92,94117
4249,2016-03-04,Inadequate warewashing facilities or equipment,92,94117
4249,2016-03-04,Moderate risk food holding temperature,92,94117
4323,2015-05-19,Inadequate and inaccessible handwashing facilities,86,94109
4335,2014-03-07,Moderate risk food holding temperature,90,94103
4335,2014-03-07,Unapproved or unmaintained equipment or utensils,90,94103
4400,2015-08-27,Inadequate and inaccessible handwashing facilities,96,94107
4412,2014-02-14,Inadequate warewashing facilities or equipment,96,94111
4416,2014-04-22,Inadequate warewashing facilities or equipment,94,94133
4416,2014-04-22,Moderate risk food holding temperature,94,94133
4421,2016-08-17,Insufficient hot water or running water,89,94133
4421,2014-07-09,Unapproved or unmaintained equipment or utensils,94,94133
4425,2013-10-28,Inadequate or unsanitary refuse containers or area or no garbage service,92,94103
4425,2013-10-28,Moderate risk food holding temperature,92,94103
4425,2014-05-07,Inadequate warewashing facilities or equipment,94,94103
4434,2014-08-12,Moderate risk food holding temperature,96,94114
4434,2014-01-16,Inadequate warewashing facilities or equipment,96,94114
4438,2014-12-15,Unapproved or unmaintained equipment or utensils,90,94103
4438,2013-10-31,Unclean unmaintained or improperly constructed toilet facilities,90,94103
4438,2013-10-31,Unapproved or unmaintained equipment or utensils,90,94103
4438,2014-04-10,Inadequate and inaccessible handwashing facilities,92,94103
4447,2015-04-21,Unapproved or unmaintained equipment or utensils,92,94108
4447,2014-01-09,Inadequate warewashing facilities or equipment,98,94108
4447,2016-06-01,Unapproved or unmaintained equipment or utensils,91,94108
4449,2016-01-06,Inadequate and inaccessible handwashing facilities,86,94110
4449,2016-01-06,Moderate risk food holding temperature,86,94110
4449,2014-05-28,Moderate risk food holding temperature,90,94110
4449,2014-05-28,Unapproved or unmaintained equipment or utensils,90,94110
4449,2014-05-28,Insufficient hot water or running water,90,94110
4449,2016-06-28,Moderate risk food holding temperature,88,94110
4461,2014-12-05,Inadequate and inaccessible handwashing facilities,88,94108
4461,2013-11-01,Inadequate and inaccessible handwashing facilities,96,94108
4461,2016-05-16,Unapproved or unmaintained equipment or utensils,81,94108
4461,2016-05-16,Inadequate warewashing facilities or equipment,81,94108
4462,2014-06-25,Inadequate and inaccessible handwashing facilities,84,94111
4462,2014-06-25,Moderate risk food holding temperature,84,94111
4462,2015-02-26,Unapproved or unmaintained equipment or utensils,84,94111
4462,2015-02-26,Inadequate and inaccessible handwashing facilities,84,94111
4462,2015-02-26,Moderate risk food holding temperature,84,94111
4462,2016-06-01,Unclean or unsanitary food contact surfaces,84,94111
4465,2016-07-27,Unapproved or unmaintained equipment or utensils,92,94133
4465,2014-06-30,Moderate risk food holding temperature,94,94133
4476,2016-03-07,Moderate risk food holding temperature,96,94111
4476,2014-03-14,Inadequate and inaccessible handwashing facilities,96,94111
4478,2013-12-16,Unapproved or unmaintained equipment or utensils,96,94103
4479,2015-09-01,Moderate risk vermin infestation,85,94114
4479,2013-10-07,Inadequate warewashing facilities or equipment,86,94114
4479,2014-03-25,Unapproved or unmaintained equipment or utensils,84,94114
4481,2014-06-02,Moderate risk food holding temperature,94,94110
4481,2015-06-22,Inadequate warewashing facilities or equipment,94,94110
4481,2015-06-22,Moderate risk food holding temperature,94,94110
4481,2014-01-09,Inadequate warewashing facilities or equipment,96,94110
4500,2015-04-28,Inadequate warewashing facilities or equipment,83,94114
4509,2015-04-20,Moderate risk food holding temperature,96,94114
4509,2014-03-14,Inadequate or unsanitary refuse containers or area or no garbage service,91,94114
4509,2014-03-14,No hot water or running water,91,94114
4509,2016-05-10,Inadequate and inaccessible handwashing facilities,90,94114
4519,2016-09-01,Moderate risk food holding temperature,96,94132
4519,2013-10-18,Moderate risk food holding temperature,96,94132
4519,2016-05-09,Insufficient hot water or running water,96,94132
4531,2014-06-10,Inadequate warewashing facilities or equipment,88,94103
4531,2014-06-10,Unapproved or unmaintained equipment or utensils,88,94103
4531,2015-11-05,Inadequate and inaccessible handwashing facilities,83,94103
4538,2016-10-04,Moderate risk food holding temperature,90,94122
4538,2014-04-16,Inadequate and inaccessible handwashing facilities,96,94122
4538,2016-04-22,Moderate risk food holding temperature,96,94122
4539,2013-11-26,Insufficient hot water or running water,90,94127
4539,2013-11-26,Moderate risk food holding temperature,90,94127
4544,2015-07-13,Unapproved or unmaintained equipment or utensils,86,94116
4544,2015-07-13,Moderate risk vermin infestation,86,94116
4544,2013-12-05,Unapproved or unmaintained equipment or utensils,87,94116
4544,2016-06-07,Inadequate and inaccessible handwashing facilities,94,94116
4544,2016-06-07,Unapproved or unmaintained equipment or utensils,94,94116
4545,2015-05-28,Moderate risk food holding temperature,96,94127
4545,2016-03-17,Moderate risk food holding temperature,96,94127
4545,2014-05-13,Unapproved or unmaintained equipment or utensils,96,94127
4546,2016-02-27,Moderate risk food holding temperature,94,94115
4546,2014-01-15,Inadequate and inaccessible handwashing facilities,94,94115
4548,2013-10-10,Moderate risk vermin infestation,92,94133
4553,2016-09-26,Unapproved or unmaintained equipment or utensils,92,94123
4553,2016-09-26,Inadequate warewashing facilities or equipment,92,94123
4553,2015-01-16,Unapproved or unmaintained equipment or utensils,90,94123
4553,2015-01-16,Inadequate and inaccessible handwashing facilities,90,94123
4555,2014-09-19,Inadequate or unsanitary refuse containers or area or no garbage service,90,94123
4555,2014-09-19,Inadequate warewashing facilities or equipment,90,94123
4555,2014-01-27,Moderate risk food holding temperature,92,94123
4559,2014-06-09,Moderate risk food holding temperature,96,94115
4559,2015-10-06,Moderate risk vermin infestation,92,94115
4559,2015-10-06,Moderate risk food holding temperature,92,94115
4584,2014-08-11,Moderate risk food holding temperature,92,94110
4584,2015-09-23,Moderate risk food holding temperature,92,94110
4584,2016-04-05,Unapproved or unmaintained equipment or utensils,96,94110
4586,2015-05-26,Unapproved or unmaintained equipment or utensils,94,94112
4586,2015-05-26,Inadequate and inaccessible handwashing facilities,94,94112
4586,2013-10-25,Unapproved or unmaintained equipment or utensils,96,94112
4586,2014-05-27,Inadequate warewashing facilities or equipment,90,94112
4586,2014-05-27,Moderate risk vermin infestation,90,94112
4586,2014-05-27,Unapproved or unmaintained equipment or utensils,90,94112
4588,2015-04-14,Moderate risk food holding temperature,81,94134
4590,2016-07-15,Inadequate warewashing facilities or equipment,82,94103
4590,2016-07-15,Insufficient hot water or running water,82,94103
4590,2016-07-15,Moderate risk food holding temperature,82,94103
4590,2016-03-07,Unclean or unsanitary food contact surfaces,80,94103
4590,2016-03-07,No hot water or running water,80,94103
4592,2014-06-05,Unapproved or unmaintained equipment or utensils,94,94134
4592,2015-12-21,Inadequate and inaccessible handwashing facilities,92,94134
4593,2013-11-08,Unapproved or unmaintained equipment or utensils,98,94133
4593,2014-05-30,Unapproved or unmaintained equipment or utensils,98,94133
4593,2016-06-22,Unapproved or unmaintained equipment or utensils,98,94133
4594,2015-02-20,Moderate risk vermin infestation,92,94124
4594,2015-02-20,Moderate risk food holding temperature,92,94124
4594,2015-11-02,Inadequate and inaccessible handwashing facilities,94,94124
4594,2014-03-24,No hot water or running water,89,94124
4607,2013-10-15,Unapproved or unmaintained equipment or utensils,80,94108
4610,2016-04-28,Inadequate warewashing facilities or equipment,94,94108
4620,2016-08-22,Inadequate and inaccessible handwashing facilities,90,94103
4620,2016-08-22,Moderate risk vermin infestation,90,94103
4620,2014-10-22,Unapproved or unmaintained equipment or utensils,90,94103
4620,2014-10-22,Insufficient hot water or running water,90,94103
4620,2014-10-22,Inadequate and inaccessible handwashing facilities,90,94103
4620,2014-02-12,Inadequate and inaccessible handwashing facilities,88,94103
4620,2014-02-12,Unapproved or unmaintained equipment or utensils,88,94103
4622,2015-05-05,Inadequate and inaccessible handwashing facilities,82,94133
4622,2015-05-05,Moderate risk food holding temperature,82,94133
4622,2014-04-15,Unapproved or unmaintained equipment or utensils,81,94133
4623,2014-06-27,Moderate risk food holding temperature,92,94111
4623,2015-02-26,Moderate risk food holding temperature,84,94111
4623,2015-02-26,Inadequate and inaccessible handwashing facilities,84,94111
4623,2015-02-26,Unapproved or unmaintained equipment or utensils,84,94111
4623,2016-05-02,No hot water or running water,89,94111
4623,2016-05-02,Moderate risk food holding temperature,89,94111
4627,2014-11-20,Inadequate and inaccessible handwashing facilities,81,94116
4627,2014-11-20,Insufficient hot water or running water,81,94116
4627,2014-11-20,Unclean or unsanitary food contact surfaces,81,94116
4627,2014-11-20,Moderate risk vermin infestation,81,94116
4627,2016-06-30,Unapproved or unmaintained equipment or utensils,87,94116
4627,2016-06-30,Unsanitary employee garments hair or nails,87,94116
4637,2014-06-26,Moderate risk food holding temperature,88,94127
4637,2013-12-23,Moderate risk food holding temperature,90,94127
4637,2016-06-07,Unapproved or unmaintained equipment or utensils,92,94127
4638,2014-04-30,Moderate risk food holding temperature,84,94122
4638,2014-04-30,Unapproved or unmaintained equipment or utensils,84,94122
4642,2014-06-07,Inadequate and inaccessible handwashing facilities,92,94118
4650,2015-03-12,Unapproved food source,93,94121
4650,2014-02-19,Unapproved or unmaintained equipment or utensils,98,94121
4650,2016-05-27,Other moderate risk violation,96,94121
4654,2014-08-21,Unapproved or unmaintained equipment or utensils,85,94118
4654,2015-03-30,Inadequate and inaccessible handwashing facilities,90,94118
4654,2015-12-18,Insufficient hot water or running water,88,94118
4654,2015-12-18,Moderate risk food holding temperature,88,94118
4654,2014-02-24,Inadequate or unsanitary refuse containers or area or no garbage service,94,94118
4654,2014-02-24,Unapproved or unmaintained equipment or utensils,94,94118
4654,2016-06-17,Inadequate and inaccessible handwashing facilities,82,94118
4654,2016-06-17,Moderate risk food holding temperature,82,94118
4656,2014-12-30,Inadequate warewashing facilities or equipment,94,94103
4665,2014-06-03,Unapproved or unmaintained equipment or utensils,96,94116
4665,2015-04-23,Inadequate and inaccessible handwashing facilities,88,94116
4665,2013-12-05,Inadequate warewashing facilities or equipment,90,94116
4665,2013-12-05,Inadequate and inaccessible handwashing facilities,90,94116
4665,2016-05-24,Moderate risk food holding temperature,94,94116
4667,2014-08-29,Insufficient hot water or running water,96,94127
4667,2016-06-02,Insufficient hot water or running water,96,94127
4683,2016-08-31,Unapproved or unmaintained equipment or utensils,90,94112
4683,2016-08-31,Moderate risk food holding temperature,90,94112
4683,2014-06-12,Moderate risk food holding temperature,94,94112
4683,2013-12-03,Moderate risk food holding temperature,94,94112
4685,2015-05-04,Unclean unmaintained or improperly constructed toilet facilities,96,94132
4685,2016-03-29,Unclean unmaintained or improperly constructed toilet facilities,94,94132
4685,2016-03-29,Unapproved or unmaintained equipment or utensils,94,94132
4685,2013-10-16,Unclean unmaintained or improperly constructed toilet facilities,94,94132
